	branch_length
1739	0.01471932049
1740	0.01453424554
1741	0.0
1742	0.0
1743	0.0
1744	0.0
1745	0.0
1746	0.0
1747	0.0
1748	0.0
1749	0.00793451352
1750	0.003300101593
1751	0.0547806322
1752	0.006146821092
1753	0.0
1754	0.0
1755	0.00138400711
1756	0.0
1757	0.0
1758	0.0
1759	0.0
1760	0.0
1761	0.0
1762	0.0
1763	0.0
1764	0.006563680404
1765	0.0143784943
1766	0.0
1767	0.0
1768	0.001112279508
1769	0.0
1770	0.0
1771	0.07515681726
1772	0.0
1773	0.0007059509416
1774	0.01849853162
1775	0.001926561206
1776	0.004071258832
1777	0.02101278313
1778	0.03093047623
1779	0.01293554574
1780	0.0
1781	0.0
1782	0.0
1783	9.209146382e-05
1784	0.0
1785	0.0
1786	0.0
1787	0.002197461573
1788	0.002600204379
1789	0.006178664959
1790	0.0
1791	0.003393638339
1792	0.0
1793	0.01187206098
1794	0.0
1795	0.009871686998
1796	0.0
1797	0.0
1798	0.0
1799	0.0
1800	0.0
1801	0.01189787632
1802	0.0
1803	0.0
1804	0.0
1805	0.007875192605
1806	0.0
1807	0.0
1808	0.0
1809	0.0
1810	0.0
1811	0.0
1812	0.0
1813	0.0
1814	0.01104110277
1815	0.0
1816	0.0
1817	0.0
1818	0.0001657352319
1819	0.03379990445
1820	0.0
1821	0.01211744161
1822	0.0
1823	0.002882082195
1824	0.003210293046
1825	0.0
1826	0.0
1827	0.0
1828	0.0
1829	0.0
1830	0.0
1831	0.02519599453
1832	0.0
1833	0.0
1834	0.0
1835	0.004367828818
1836	0.0
1837	0.0
1838	0.007072459849
1839	0.003465933523
1840	0.0
1841	0.01899810042
1842	0.004079618777
1843	0.0
1844	0.01023255999
1845	0.0
1846	0.0
1847	6.448130872e-05
1848	0.0
1849	0.004368109007
1850	0.0
1851	0.0
1852	0.0
1853	0.0
1854	0.01904085781
1855	0.0005613660179
1856	0.0
1857	0.005567558633
1858	0.0
1859	0.0498355107
1860	0.0
1861	0.008948592501
1862	0.02715359276
1863	0.0
1864	0.02245304745
1865	0.009175499503
1866	0.07720847249
1867	0.01822625355
1868	0.0
1869	0.0
1870	0.0
1871	0.0
1872	0.0
1873	0.0
1874	0.0
1875	0.02127798133
1876	0.0
1877	0.0
1878	0.0
1879	0.0
1880	0.0
1881	0.0
1882	0.0
1883	0.0
1884	0.0
1885	0.0
1886	0.0
1887	0.02031210062
1888	0.0
1889	0.0
1890	0.0
1891	0.005146883443
1892	0.0
1893	0.0
1894	0.0
1895	0.04453156047
1896	0.005048700713
1897	0.0
1898	0.0
1899	0.0
1900	0.0
1901	0.0
1902	0.004086820048
1903	0.04825028692
1904	0.0
1905	0.0
1906	0.00193771659
1907	0.0
1908	0.0
1909	0.0
1910	0.0
1911	0.0
1912	0.0
1913	0.0
1914	0.0
1915	0.0
1916	0.0
1917	0.0
1918	0.0
1919	0.0
1920	0.0
1921	0.0
1922	0.0
1923	0.0
1924	0.0
1925	0.0
1926	0.0
1927	0.0
1928	0.0
1929	0.0
1930	0.01345004918
1931	0.0
1932	0.0
1933	0.0
1934	0.0
1935	0.0
1936	0.009289831667
1937	0.0
1938	0.0
1939	0.05195841121
1940	0.005491611799
1941	0.0
1942	0.0
1943	0.0
1944	0.0
1945	0.005313653961
1946	0.004314818986
1947	0.0
1948	0.0
1949	0.0
1950	0.0
1951	0.0
1952	0.0
1953	0.0
1954	0.0
1955	0.00177204108
1956	0.002806570762
1957	0.0
1958	0.0
1959	0.04143675005
1960	0.0
1961	0.01945837987
1962	0.0
1963	0.06705174354
1964	0.0
1965	0.001815476678
1966	0.0
1967	0.0
1968	0.0
1969	0.01155508601
1970	0.00953727022
1971	0.0
1972	0.0
1973	0.005282095732
1974	0.0
1975	0.0
1976	0.002180316457
1977	0.0
1978	0.0
1979	0.00267111821
1980	0.0
1981	0.0006189067074
1982	0.002378709226
1983	0.0
1984	0.0
1985	0.0
1986	0.0
1987	0.0
1988	0.0
1989	0.002969961166
1990	0.0
1991	0.004080251437
1992	0.0
1993	0.0
1994	0.0
1995	0.0
1996	0.0
1997	0.0
1998	0.0
