	branch_length
804	0.01822950029
805	0.01030656893
806	0.05968596767
807	0.0
808	0.0
809	0.0
810	0.01181569794
811	0.009385129715
812	0.0
813	0.0201111855
814	0.0
815	0.0
816	0.0
817	0.0
818	0.00655284619
819	0.0
820	0.001500684494
821	0.0
822	0.0
823	0.0
824	0.0
825	0.02437999412
826	0.006656325972
827	0.004675926394
828	0.0
829	0.001765823434
830	0.0
831	0.0
832	0.0
833	0.0007071283439
834	0.0
835	0.0
836	0.0
837	0.03688587293
838	0.002893559166
839	0.04595890318
840	0.0
841	0.01612940328
842	0.05217590435
843	0.0
844	0.0
845	0.0
846	0.0
847	0.01655536341
848	0.02810047771
849	0.004490846453
850	0.03180077263
851	0.104173866
852	0.08304068725
853	0.00905763625
854	0.0
855	0.01178048355
856	0.01658979164
857	0.04908351464
858	0.01160180084
859	0.0
860	0.0
861	0.005547394405
862	0.007193801861
863	0.0
864	0.0
865	0.0
866	0.0
867	0.00351842538
868	0.0
869	0.003245782568
870	0.0002753639078
871	0.02260241334
872	0.0
873	0.02019935912
874	0.05378111239
875	0.01052089343
876	0.0
877	0.0
878	0.0
879	0.003187716764
880	0.0
881	0.01028113285
882	0.02009585512
883	0.0340945409
884	0.0003011775928
885	0.03844392065
886	0.0
887	0.0
888	0.01962893229
889	0.008041594972
890	0.005386319857
891	0.0007076581352
892	0.02036930456
893	0.01243015558
894	0.01476604606
895	0.001697926391
896	0.0005178969949
897	0.005500947811
898	0.0
899	0.0
900	0.005902572252
901	0.007157581226
902	0.005359804977
903	0.008370020858
904	0.0
905	0.0
906	0.0
907	0.0
908	0.0
909	0.0
910	0.0
911	0.0
912	0.0
913	0.009986162368
914	0.0
915	0.09550040114
916	0.02226494685
917	0.01912260409
918	0.002816106948
919	0.0004102035643
920	0.001502525699
921	0.01902775911
922	0.0
923	0.0009088004682
924	0.0
925	0.03095177274
926	0.0338128926
927	0.002417095993
928	0.0
929	0.02260999988
930	0.0
931	0.009233953769
932	0.0
933	0.001935133002
934	0.003784181809
935	0.0
936	0.01068905486
937	0.0
938	0.02273235418
939	0.004895441401
940	0.0
941	0.0
942	0.003880668911
943	0.02008459969
944	0.006207070006
945	0.002033528489
946	0.003500768259
947	0.04598267678
948	0.0
949	0.03100619892
950	0.0
951	0.02763181633
952	0.0
953	0.0
954	0.01540290491
955	0.006851049144
956	0.02806210968
957	0.0
958	0.0
959	0.00651499002
960	0.03835939668
961	0.0
962	0.0
963	0.0232978657
964	0.04373480632
965	0.0
966	0.004724933596
967	0.01552725326
968	0.01935361291
969	0.008626775783
970	0.03945468102
971	0.0
972	0.01592173956
973	0.0
974	0.009458681317
975	0.0
976	0.06001650738
977	0.007986484116
978	0.03240708638
979	0.04773761996
980	0.01882587861
981	0.02307593991
982	0.01453865855
983	0.0
984	0.0
985	0.006472273941
986	0.0
987	0.0
988	0.0001116936718
989	0.0
990	0.0
991	0.0
992	0.0
993	0.005511458344
994	0.0
995	0.00638055127
996	0.0
997	0.0
998	0.0
999	0.01317128014
1000	0.0
1001	0.0
1002	0.0
1003	0.0
1004	0.0
1005	0.0
1006	0.0
1007	0.0
1008	0.0
1009	0.0
1010	0.0
1011	0.009582365355
1012	0.0
1013	0.0
1014	0.0
1015	0.008152251339
1016	0.0
1017	0.01309332255
1018	0.002232705616
1019	0.07144885687
1020	0.02432081745
1021	0.0002498600679
1022	0.0
1023	0.0
1024	0.0
1025	0.0
1026	0.008327542786
1027	0.01584892188
1028	0.0
1029	0.01301995945
1030	0.0
1031	0.0142882083
1032	0.00627840157
1033	0.0
1034	0.0
1035	0.002752780438
1036	0.0
1037	0.0
1038	0.0
1039	0.0
1040	0.0
1041	0.0
1042	0.0
1043	0.0
1044	0.004537430489
1045	0.0
1046	0.0
1047	0.0
1048	0.003506661002
1049	0.01171845433
1050	0.0
1051	0.0
1052	0.0
1053	0.0
1054	0.0
1055	0.0
1056	0.02402049101
1057	0.004720634109
1058	0.0
1059	0.0
1060	0.04583286614
1061	0.012590376
1062	0.0
1063	0.0
1064	0.0
1065	0.0
1066	0.0
1067	0.004737858363
1068	0.008343990161
1069	0.03025286331
1070	0.0
1071	0.00578502205
1072	0.0
1073	0.002700244313
1074	0.0122951385
1075	0.00424925276
1076	0.0
1077	0.0
1078	0.0
1079	0.0
1080	0.0
1081	0.0
1082	0.0
1083	0.0005182571648
1084	0.004303228756
1085	0.005304815877
1086	0.0
1087	0.0
1088	0.0
1089	0.0
1090	0.001286645977
1091	0.0
1092	0.0
1093	0.01679659532
1094	0.006302676102
1095	0.0
1096	0.0
1097	0.001427845079
1098	0.0
1099	0.02156812105
1100	0.001872815306
1101	0.0
1102	0.0
1103	0.0
1104	0.0
1105	0.0
1106	0.0
1107	0.006347081684
1108	0.0004270149518
1109	0.0
1110	0.0
1111	0.006896767542
1112	0.0
1113	0.0006493610531
1114	0.0
1115	0.0
1116	0.009599815368
1117	0.0
1118	0.002711128405
1119	0.02542131444
1120	0.03218841651
1121	0.02169169497
1122	0.009384020314
1123	0.01928242829
1124	0.0
1125	0.0
1126	0.01636403018
1127	0.02119204818
1128	0.0
1129	0.008520471843
1130	0.0
1131	0.008976925821
1132	0.0
1133	0.0
1134	0.0
1135	0.04596370573
1136	0.01971453485
1137	0.01653260179
1138	0.0
1139	0.0
1140	0.0
1141	0.0
1142	0.0
1143	0.03261906012
1144	0.01794859731
1145	0.007317396564
1146	0.02026380848
1147	0.01933722495
1148	0.0
1149	0.03503326659
1150	0.01456186915
1151	0.004423847413
1152	0.005273944806
1153	5.84148071e-05
1154	0.0
1155	0.002438737444
1156	0.01472995093
1157	0.0378721007
1158	0.0
1159	0.001934209655
1160	0.001679051231
1161	0.0
1162	0.005376440485
1163	0.01349247102
1164	0.0129860716
1165	0.0
1166	0.0
1167	0.0
1168	0.0111528805
1169	0.0
1170	0.0
1171	0.01976345109
1172	0.04166070772
1173	0.0059634347
1174	0.009965271446
1175	0.0
1176	0.0
1177	0.004992408125
1178	0.08114833923
1179	0.0
1180	0.09909759817
1181	0.0008130292139
1182	0.0
1183	0.06055168454
1184	0.0
1185	0.0
1186	0.0
1187	0.06660412711
1188	0.009075630199
1189	0.0
1190	0.0132822226
1191	0.02600932711
1192	0.0
1193	0.008447127545
1194	0.01867077436
1195	0.0
1196	0.0
1197	0.0
1198	0.0
1199	0.02880711622
1200	0.001584478082
1201	0.02257142549
1202	0.0
1203	0.001922550057
1204	0.0
1205	0.0
1206	0.0
1207	0.01283062597
1208	0.0007317136182
1209	0.0
1210	0.0
1211	0.0
1212	0.008006977354
1213	0.005453668204
1214	0.0
1215	0.0
1216	0.0
1217	0.0
1218	0.0002952577825
1219	0.001743504813
1220	0.0
1221	0.0
1222	0.0
1223	0.0
1224	0.0
1225	0.0
1226	0.0
1227	0.0
1228	0.0
1229	0.0
1230	0.0
1231	0.0
1232	0.0
1233	0.006141765986
1234	0.00281396051
1235	0.0
1236	0.0
1237	0.0
1238	0.0
1239	0.0
1240	0.0
1241	0.0
1242	0.0
1243	0.0
1244	0.0
1245	0.0
1246	0.0
1247	0.02814582413
1248	0.0001158238295
1249	0.0
1250	0.0
1251	0.0
1252	0.0
1253	0.01570898652
1254	0.005354574718
1255	0.02308454381
1256	0.0
1257	0.004616889168
1258	0.005360715389
1259	0.0
1260	0.0
1261	0.005166861495
1262	0.0
1263	0.0
1264	0.0005095116193
1265	0.0
1266	0.0
1267	0.0008350668315
1268	0.0
1269	0.0
1270	0.0
1271	0.0
1272	0.004941320425
1273	0.0
1274	0.0
1275	0.0
1276	0.0
1277	0.0
1278	0.0112520843
1279	0.01398508995
1280	0.00107523728
1281	0.0
1282	0.0
1283	0.0
1284	0.0
1285	0.0142682473
1286	0.0
1287	0.004239604858
1288	0.02584586516
1289	0.0
1290	0.004059610115
1291	0.003319413705
1292	0.0104256021
1293	0.0
1294	0.002604166367
1295	0.0
1296	0.0
1297	0.0
1298	0.008356843438
1299	0.0
1300	0.0
1301	0.01474798006
1302	0.01577225362
1303	0.003971928001
1304	0.0
1305	0.01059008788
1306	0.0
1307	0.00674295036
1308	0.0009275388041
1309	0.0
1310	0.0
1311	0.0
1312	0.0
1313	0.0
1314	0.0
1315	0.03490624909
1316	0.0
1317	0.0
1318	0.0
1319	0.004434681801
1320	0.008054385292
1321	0.001950855722
1322	0.0
1323	0.0338610559
1324	0.0
1325	0.0
1326	0.0
1327	0.0
1328	0.00630652597
1329	0.0003086830838
1330	0.009932278541
1331	0.01708496393
1332	0.0
1333	0.03179358285
1334	0.0
1335	0.02806371586
1336	0.0
1337	0.0385632137
1338	0.0
1339	0.001204232936
1340	0.0
1341	0.02243095574
1342	0.002731279576
1343	0.0
1344	0.0
1345	0.02130271028
1346	0.0
1347	0.02256074746
1348	0.001760099998
1349	0.0
1350	0.0
1351	0.0
1352	0.0
1353	0.007390429218
1354	0.0
1355	0.0
1356	0.01633418084
1357	0.0
1358	0.0
1359	0.01274652168
1360	0.008830306394
1361	0.008217744076
1362	0.0
1363	0.002952778115
1364	0.007801611155
1365	0.0
1366	0.0
1367	9.652749474e-05
1368	0.0
1369	0.0
1370	0.0
1371	0.0
1372	0.003183635828
1373	0.005034025629
1374	0.004453749473
1375	0.04368298224
1376	0.0
1377	0.02744068533
1378	0.0
1379	0.01185300955
1380	0.0107488632
1381	0.001704652323
1382	0.01655638417
1383	0.01236102799
1384	0.004152934705
1385	0.04483125881
1386	0.0
1387	0.0003452698046
1388	0.0
1389	0.002621829989
1390	0.006399835373
1391	0.005481786256
1392	0.0189983789
1393	0.003875738171
1394	0.0
1395	0.0
1396	0.0
1397	0.0
1398	0.0
1399	0.003425487637
1400	0.009877131353
1401	0.0
1402	0.0
1403	0.0
1404	0.0
1405	0.008122415077
1406	0.0
1407	0.0
1408	0.0
1409	0.0
1410	0.0
1411	0.0
1412	0.0
1413	0.0
1414	0.0
1415	0.0
1416	0.0
1417	0.001312974215
1418	0.008110802347
1419	0.008772050806
1420	0.004114278457
1421	0.0
1422	0.01340213086
1423	0.04276884311
1424	0.01349564601
1425	0.0
1426	0.0
1427	0.01210427421
1428	0.002324797444
1429	0.009317386738
1430	0.0
1431	0.0
1432	0.0
1433	0.0
1434	0.0004569863379
1435	0.002035322583
1436	0.0
1437	0.0
1438	0.0
1439	0.004511129746
1440	0.0283145052
1441	0.0
1442	0.005429355198
1443	0.007167782718
1444	0.02481385466
1445	0.06503638541
1446	0.0
1447	0.0
1448	0.008968037319
1449	0.03505663751
1450	0.02122526833
1451	0.0
1452	0.0
1453	0.0
1454	0.0
1455	0.0
1456	0.00387137103
1457	0.03494477643
1458	0.0
1459	0.0
1460	0.0
1461	0.02031162203
1462	0.008279039642
1463	0.0
1464	0.003328202963
1465	0.0
1466	0.0
1467	0.003012911861
1468	0.0
1469	0.0
1470	0.0009990881263
1471	0.0
1472	0.0
1473	0.0
1474	0.0
1475	0.001381510375
1476	0.002019625796
1477	0.0
1478	0.02007470305
1479	0.008279802609
1480	0.007256214422
1481	0.0004239127479
1482	0.008040354232
1483	0.03475056048
1484	0.01524386116
1485	0.0
1486	0.0
1487	0.0244297803
1488	0.0
1489	0.004736089009
1490	0.0
1491	0.0
1492	0.0
1493	0.0
1494	0.0
1495	0.0
1496	1.176270989e-05
1497	0.0
1498	0.0
1499	0.0
1500	0.0
1501	0.009788722097
1502	0.011308964
1503	0.01573770923
1504	0.0
1505	0.01165800334
1506	0.0
1507	0.004454362888
1508	0.0
1509	0.0
1510	0.0
1511	0.008284621577
1512	0.0
1513	0.0
1514	0.0
1515	0.0
1516	0.03244419218
1517	0.003578381298
1518	0.0
1519	0.0
1520	0.0
1521	0.0
1522	0.0
1523	0.0
1524	0.001298181414
1525	0.0110056882
1526	0.009695428052
1527	0.006110000524
1528	0.03933154338
1529	0.01535110007
1530	0.0
1531	0.00223317357
1532	0.0
1533	0.0
1534	0.0
1535	0.0
1536	0.03076133705
1537	0.0
1538	0.0
1539	0.002852380382
1540	0.04723428631
1541	0.003234309482
1542	0.02786696147
1543	0.003882314183
1544	0.0
1545	0.0
1546	0.0006198200514
1547	0.009601444349
1548	0.0
1549	0.007693198986
1550	0.004213978372
1551	0.007661812608
1552	0.0
1553	0.01992246541
1554	0.0
1555	0.0
1556	0.004077642537
1557	0.0
1558	0.0
1559	0.04258420094
1560	0.002040757853
1561	0.0
1562	0.001475276293
1563	0.03569243754
1564	0.0006501453574
1565	0.0
1566	0.0
1567	0.009087558187
1568	0.004354504171
1569	0.009509279457
1570	0.003240547227
1571	0.01707788024
1572	0.0
1573	0.0
1574	0.004154306877
1575	0.03562709323
1576	0.0006394447185
1577	0.0
1578	0.00195245386
1579	0.0
1580	0.0
1581	0.0
1582	0.0
1583	0.01177183356
1584	0.002775441445
1585	0.0
1586	0.0
1587	0.0
1588	0.0
1589	0.0
1590	0.0
1591	0.0
1592	0.0009904366412
1593	0.008623648466
1594	0.03266917482
1595	0.02652028586
1596	0.02906366851
1597	0.0
1598	0.0
1599	0.0
1600	0.0
1601	0.0
1602	0.0
1603	0.0
1604	0.0
1605	0.006399018502
1606	0.0
1607	0.005835364603
1608	0.0
1609	0.01060904792
1610	0.02283097969
1611	0.01576094134
1612	0.005551219734
1613	0.0
1614	0.0
1615	0.0
1616	0.0
1617	0.0
1618	0.0
1619	0.0
1620	0.02608435316
1621	0.02081414427
1622	0.0
1623	0.0
1624	0.0
1625	0.0
1626	0.0
1627	0.0
1628	0.0
1629	0.0
1630	0.0
1631	0.0
1632	0.0
1633	0.0
1634	0.0
1635	0.0
1636	0.0
1637	0.0
1638	0.0004537335653
1639	0.0
1640	0.0
1641	0.0
1642	0.0
1643	0.0
1644	0.01986191699
1645	0.0
1646	0.0
1647	0.01298921444
1648	0.004402521018
1649	0.007454626403
1650	0.0129795603
1651	0.0
1652	0.0
1653	0.01621273363
1654	0.0
1655	0.0
1656	0.0
1657	0.0
1658	0.0
1659	0.00964211616
1660	0.02859830382
1661	0.01650801258
1662	0.007814206464
1663	0.0
1664	0.0
1665	0.006506882364
1666	0.0
1667	0.008791757184
1668	0.0
1669	0.004351140006
1670	0.0
1671	0.0
1672	0.0
1673	0.0
1674	0.01594681282
1675	0.03541098131
1676	0.0
1677	0.0001602593882
1678	0.01153189386
1679	0.01962439236
1680	0.0
1681	0.0
1682	0.0
1683	0.03495654662
1684	0.03040961212
1685	0.01730890239
1686	0.0
1687	0.03222202285
1688	0.0
1689	0.0
1690	0.02203052237
1691	0.0
1692	0.002103413268
1693	0.0
1694	0.0
1695	0.0
1696	0.0
1697	0.0113483622
1698	0.0
1699	0.0
1700	0.0
1701	0.004994060979
1702	0.008098024662
1703	0.0
1704	0.0
1705	0.004517923092
1706	0.0
1707	0.0
1708	0.003926300454
1709	0.00769125629
1710	0.0
1711	0.01860384277
1712	0.0
1713	0.002296114418
1714	0.0
1715	0.0
1716	0.0
1717	0.0
1718	0.0
1719	0.0
1720	0.0
1721	0.0
1722	0.0
1723	0.0
1724	0.0
1725	0.01937290539
1726	0.01381155088
1727	0.0
1728	0.0
1729	0.004925211495
1730	0.0
1731	0.0
1732	0.0
1733	0.01360189506
1734	0.0
1735	0.001644596101
1736	0.0648864333
1737	0.003557958359
1738	0.0
